cause_cat,race_cat,metric_cat,year,median,lower95,upper95
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2005,2.6284384612582453e-4,2.427489694079591e-4,2.855921655768667e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2005,1.8366652584460964e-4,1.7126017510110181e-4,1.965107342705808e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2006,3.020146800201068e-4,2.8062281217362144e-4,3.23307674050921e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2006,1.8168267743579676e-4,1.7007082314290632e-4,1.954158435589056e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2007,3.143064720952047e-4,2.9333818683702857e-4,3.359754130309848e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2007,1.905650759170963e-4,1.7795510314728917e-4,2.0411434254656057e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2008,3.1656175693768975e-4,2.949673372621226e-4,3.3916090771425215e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2008,1.9746513713461754e-4,1.8486422050497964e-4,2.1148169914857938e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2009,3.204075211275443e-4,2.994666186247539e-4,3.413841425918771e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2009,1.9519149535099893e-4,1.8334167482404344e-4,2.0905170323212642e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2010,3.2761572545834077e-4,3.045139810826902e-4,3.5026274986709095e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2010,2.0661549926473513e-4,1.9335992297253267e-4,2.2113307933640646e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2011,3.547936250171836e-4,3.307793126923247e-4,3.798579626202928e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2011,2.0511578477316672e-4,1.9195138794678472e-4,2.1902761909772524e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2012,3.568958247120025e-4,3.336262153514766e-4,3.8154531232861643e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2012,2.083995472238962e-4,1.9517352464423218e-4,2.2320223526194988e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2013,3.7177896758740345e-4,3.456846611597507e-4,3.9958796226176796e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2013,2.1159522642780066e-4,1.9885826773172053e-4,2.2584856528014714e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2014,4.0682219963355615e-4,3.788392993975003e-4,4.3564630359036404e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2014,2.0571515157968463e-4,1.9273378020120635e-4,2.1906284836998154e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2015,4.674546883461382e-4,4.3519416794473404e-4,4.993375642935193e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2015,2.2011886995944286e-4,2.0602494653968508e-4,2.356395995415845e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2016,5.848347617573486e-4,5.452135009982292e-4,6.296299214773729e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2016,2.2872960577712564e-4,2.1353689329065717e-4,2.4397675008147108e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2017,6.516273619455817e-4,6.080141811247247e-4,6.951745350937223e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2017,2.3349108440840426e-4,2.1818563083054465e-4,2.486994879771932e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2018,6.167695144329659e-4,5.722637855310899e-4,6.599307917900746e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2018,2.3263734790061029e-4,2.1756745138533292e-4,2.488430570125834e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2019,6.331986962138246e-4,5.903371258708278e-4,6.765160923827025e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2019,2.2884801084276885e-4,2.140234946921859e-4,2.447427777251561e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2020,8.206540212034025e-4,7.661096971422215e-4,8.853118819600264e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2020,2.4062062470415024e-4,2.248128703072987e-4,2.5707372552356535e-4
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",1999,7.5691667220434e-5,6.566353083260321e-5,8.709935971056334e-5
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",1999,4.0897484782754696e-5,3.518631182478955e-5,4.757409266972037e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2000,8.120225949257836e-5,7.079896106276223e-5,9.19711870704213e-5
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2000,4.095517063559577e-5,3.530306283048566e-5,4.676335120391588e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2001,9.657628119641077e-5,8.516456370131706e-5,1.0885533826946486e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2001,4.062181763824296e-5,3.512694479241669e-5,4.6304673167410434e-05
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2002,1.2275499737261197e-4,1.0930084033184372e-4,1.3828191126750788e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2002,4.07884721887147e-5,3.605688060477813e-5,4.574149278580396e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2003,1.3648898602703702e-4,1.226439046706553e-4,1.5134287481167918e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2003,4.007181072599408e-5,3.572316745464892e-5,4.511904525239326e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2004,1.495753602443704e-4,1.3657189657854607e-4,1.6454190064375574e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2004,4.060692432998881e-5,3.6800999488168966e-05,4.49721900281172e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2005,1.5880805008873947e-4,1.4581496501036258e-4,1.7180182003481766e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2005,4.047391431527329e-5,3.6511748433801144e-5,4.4640885151855796e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2006,1.7756509123067338e-4,1.6414535423546955e-4,1.9125795319073393e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2006,3.999196898106402e-5,3.634496827384006e-5,4.384083073320006e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2007,1.9328772450077393e-4,1.790794653165816e-4,2.0754852345343123e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2007,4.219335170925361e-5,3.829590231590318e-5,4.6298390697772545e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2008,2.0128189134093226e-4,1.86575288301041e-4,2.1667661213433333e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2008,4.3640117182469046e-5,4.005754745902512e-5,4.7885975643541623e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2009,2.0037766360860964e-4,1.859827757782159e-4,2.1680587797119166e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2009,4.4580082007563063e-5,4.0610678176807286e-5,4.870470379405977e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2010,2.1631315716274366e-4,2.0157196769219013e-4,2.3126091442830817e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2010,4.3616000211713565e-5,3.974810005649429e-5,4.783303257415464e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2011,2.3239551413797274e-4,2.1707969791644467e-4,2.5101299336961313e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2011,4.671321712751147e-5,4.270204844215366e-5,5.098273821730746e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2012,2.287141715381505e-4,2.1267662744860883e-4,2.452314213513316e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2012,4.791284400884266e-5,4.367529781277371e-5,5.184378822775347e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2013,2.3660247879281614e-4,2.2175194983310858e-4,2.535474211991736e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2013,4.770246983390717e-5,4.346613104470703e-5,5.2463225775277755e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2014,2.520391921925395e-4,2.34123786621793e-4,2.697776948839764e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2014,4.8895964754188374e-5,4.4664431569270986e-5,5.3518673828743133e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2015,2.7470010233054905e-4,2.5679899818209826e-4,2.942481618703385e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2015,5.2039325522376884e-5,4.709285950301741e-5,5.6930139761442435e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2016,3.123077995888271e-4,2.9346908552352e-4,3.340519248252967e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2016,5.4788196169659385e-05,4.9983331882048264e-5,6.0080120457009494e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2017,3.3837789781399654e-4,3.1840249040588633e-4,3.6307082939530705e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2017,5.432767877566768e-5,4.949002963846348e-5,5.9477497155986226e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2018,3.181723769038057e-4,2.98534525676705e-4,3.388037456802405e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2018,5.255672039190099e-5,4.8023741423686305e-5,5.770432006060624e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2019,3.1423431328112233e-4,2.9371518936860516e-4,3.371824921043837e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2019,5.125340269187135e-5,4.700324001412022e-5,5.633985009688376e-5
Drug Poisonings,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2020,3.918733399507911e-4,3.669012761387321e-4,4.1613128011128663e-4
Firearms,Non-Hispanic White,"Youth impacted per
1,000 population (95% CI)",2020,5.413032298113763e-5,4.958433702880053e-5,5.945638411664751e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",1999,1.5949999629425316e-4,0.00014361357561333158,1.7460291776778093e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",1999,2.0805973327655267e-4,1.9157887801959835e-4,2.2639451777410125e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2000,1.607646948175959e-4,1.4728698707709096e-4,1.7590438746705324e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2000,2.0761581787518882e-4,1.9191007643183116e-4,2.2402407660711493e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2001,1.7212965479294868e-4,1.575803366975954e-4,1.8741125699475662e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2001,2.1343909066610272e-4,1.984280910311094e-4,2.2989576827820514e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2002,1.9865217430420633e-4,1.8375557535484823e-4,2.155135487410725e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2002,2.1932678324570662e-4,2.0458600706558885e-4,2.3527967280980607e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2003,2.1031831764289677e-4,1.9449189547206074e-4,2.269653207598038e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2003,2.1750850083186485e-4,2.023313563101178e-4,2.3150549897673386e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2004,2.1272361874498543e-4,1.9891299815222787e-4,2.2847087451025955e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2004,2.1085449243585594e-4,1.9633608951321254e-4,2.252152019651732e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2005,2.266607512950131e-4,2.1154207448511513e-4,2.4311710906105936e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2005,2.189529140596569e-4,2.0417626402440502e-4,2.3366716507327475e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2006,2.606901991201297e-4,2.42581489007087e-4,2.785571994365292e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2006,2.1491180303931671e-4,2.0103123515583193e-4,2.305080138974283e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2007,2.575543351496807e-4,2.4071831033322034e-4,2.7638332128891637e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2007,2.191508812173628e-4,2.0633062855667238e-4,2.3444610594738593e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2008,2.54696570390299e-4,2.3657400619686613e-4,2.718530523638144e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2008,2.1809723430512272e-4,2.0348223266287066e-4,2.3295174480615597e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2009,2.536335697976522e-4,2.3836123571254923e-4,2.70579817219963e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2009,2.1313468896036564e-4,1.9887744400191062e-4,2.2736863657898395e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2010,2.5335597540114053e-4,2.3817876501111188e-4,2.7068694647150964e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2010,2.161670918329841e-4,2.0229602153849823e-4,2.3013057636963712e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2011,2.740438474997632e-4,2.565310249970434e-4,2.9272477937150327e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2011,2.1450368008213758e-4,2.0066583594805412e-4,2.2738933855271797e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2012,2.75611333798106e-4,2.5854254117883374e-4,2.932775709428518e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2012,2.2206970767085662e-4,2.0777051040834373e-4,2.37983853486915e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2013,2.8762421985423193e-4,2.6868041293843527e-4,3.059204638991216e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2013,2.216940455865235e-4,2.0810276533929023e-4,2.3614995726800754e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2014,3.131717461401655e-4,2.9305935669548627e-4,3.3472418041970663e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2014,2.1520978379569038e-4,2.0167050023397922e-4,2.2915921615118402e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2015,3.6224725800764954e-4,3.377832630756367e-4,3.8676727660177246e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2015,2.3502621575662922e-4,2.20467321984129e-4,2.500542903209166e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2016,4.590186106168947e-4,4.265880635789283e-4,4.8780103091507817e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2016,2.503517306966265e-4,2.353183087132163e-4,2.690495647116384e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2017,5.158940397132731e-4,4.838018674931737e-4,5.557885849402448e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2017,2.5335475341667867e-4,2.3785897095252677e-4,2.7019066571753455e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2018,4.952037967324369e-4,4.6472531918664503e-4,5.266182318520459e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2018,2.5024324119111497e-4,2.354542830418667e-4,2.674771500500617e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2019,5.23967553714735e-4,4.928373495029023e-4,5.611982132000282e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2019,2.5082837843448853e-4,2.3449179584558526e-4,2.681838689324165e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2020,6.98967095850027e-4,6.561356609815099e-4,7.482776934301355e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2020,2.905001800355987e-4,2.718831436812002e-4,3.115536631402234e-4
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",1999,6.789808792952387e-5,5.939132658985047e-5,7.645713200116646e-5
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",1999,4.219858161426706e-5,3.74620606171597e-5,4.714849696885971e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2000,7.074510156933163e-5,6.33109455493941e-5,7.943621647657506e-5
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2000,4.138532388683853e-5,3.6613925249884484e-5,4.640333950825063e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2001,8.14982022082723e-5,7.338191138558357e-5,9.085977579201564e-5
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2001,4.1006225316506975e-5,3.696339160899164e-5,4.577557683329821e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2002,1.0041981366297175e-4,9.164844004605793e-5,1.115758183716672e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2002,4.098699070268881e-5,3.698520236662024e-5,4.4822807251939955e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2003,1.0985884696597385e-4,1.0064944804343527e-4,1.1992436993058584e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2003,3.91251487017682e-5,3.5695056178036286e-5,4.3003859538795636e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2004,1.1794567538400889e-4,1.0880581203221534e-4,1.2776288059270367e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2004,3.831639029472214e-5,3.4965856047879455e-5,4.1627409093829734e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2005,1.2495885389864845e-4,1.160236858008062e-4,1.3448316697556564e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2005,3.8969882927777954e-5,3.556481927277551e-5,4.2169306779006646e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2006,1.3673492135731627e-4,1.2801392134519573e-4,1.4664693194542093e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2006,3.898891165484781e-5,3.573647746108465e-5,4.2126872616223166e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2007,1.44128856015409e-4,1.3456500425787033e-4,1.5329857615440715e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2007,3.926529760578873e-5,3.6277144605019695e-5,4.265938593882093e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2008,1.459615611787028e-4,1.3653693123378196e-4,1.5570498881982428e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2008,3.843608668226893e-5,3.558121345707523e-5,4.167161579740042e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2009,1.4634508098498536e-4,1.3727574249419917e-4,1.559182339350939e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2009,3.951806027247436e-5,3.64322101151462e-5,4.274721802748793e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2010,1.5545184236757706e-4,1.4618434630504881e-4,1.6700401647244993e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2010,3.801486626334905e-5,3.5008123919616384e-5,4.112532484406536e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2011,1.6746522959418313e-4,1.5673140467924344e-4,1.7833185142051967e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2011,4.024351025340634e-5,3.700709352567155e-5,4.346020043857076e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2012,1.6472931759811216e-4,1.5381836858958164e-4,1.7544690290335863e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2012,4.113902976608115e-5,3.7885426184232105e-5,4.428184001384835e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2013,1.687174969918965e-4,1.5801109369976255e-4,1.793889818070032e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2013,4.118901108092509e-5,3.804510212005175e-5,4.4455000595076635e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2014,1.8001101742824602e-4,1.6923251665211698e-4,1.9181893254569462e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2014,4.056357822648232e-5,3.764917573879663e-5,4.387838965276133e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2015,1.9361283595604117e-4,1.82712347888882e-4,2.065151832017004e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2015,4.4103505129611514e-5,4.074132160176626e-5,4.766332561966776e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2016,2.2480520757730556e-4,2.1107585854956417e-4,2.3875371181231086e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2016,4.7830487932023406e-5,4.418144951523784e-5,5.14575761312692e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2017,2.4390261450406552e-4,2.2889932086005992e-4,2.583265504471185e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2017,4.78071418712025e-5,4.429961622039833e-5,5.170709439120492e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2018,2.307797884487787e-4,2.1740712141360037e-4,2.4567144936105784e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2018,4.8050964781188725e-5,4.4366680077496523e-5,5.155907170422832e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2019,2.333500756932626e-4,2.200415865245443e-4,2.482209362854974e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2019,4.743649592832133e-5,4.396022916949967e-5,5.1040106542143136e-5
Drug Poisonings,Total,"Youth impacted per
1,000 population (95% CI)",2020,2.9988149320657324e-4,2.8271864856680475e-4,3.1954936923676933e-4
Firearms,Total,"Youth impacted per
1,000 population (95% CI)",2020,5.247040406744365e-5,4.860388772738099e-5,5.6829802466576615e-5
