cause_cat,race_cat,metric_cat,year,median,lower95,upper95
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2000,3861.7705385015597,3359.1239393158257,4357.226004027642
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2000,1946.5876677627662,1682.2899069176474,2219.020944406676
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2001,4538.113292146481,4015.5987186201273,5109.18624404431
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2001,1907.658894069487,1661.6720500213312,2172.925838902623
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2002,5718.9310540836705,5083.882151681103,6395.447675934171
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2002,1896.7521869460465,1675.8193696349097,2127.4620543243927
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2003,6284.341828785005,5678.0942755190335,6933.825302337773
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2003,1845.9107735234386,1648.1933273691805,2072.383984577457
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2004,6803.249985202736,6246.339128047288,7436.747724631889
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2004,1847.146848655827,1670.6968239768798,2050.3654339744244
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2005,7137.957621475653,6575.244071712855,7730.72778736256
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2005,1819.2264112104647,1638.3613404077896,1995.489591155138
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2006,7898.569765952916,7308.6252837983175,8484.257375885225
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2006,1778.2075922970157,1615.1865286559473,1952.3909117850915
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2007,8497.48887918486,7894.590449775106,9109.77418847513
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2007,1855.6018952762397,1685.0813418096006,2034.3768478217826
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2008,8754.566542032728,8109.9750818909915,9394.076822515548
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2008,1896.6188628040186,1742.666830460362,2083.1675606838153
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2009,8628.616828862981,8012.632356277594,9313.574614355295
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2009,1919.729780253981,1752.1192929130675,2088.607954741344
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2010,9218.648588139353,8574.203175671675,9853.125977965758
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2010,1856.5591329882611,1696.7605714823874,2036.9730016033827
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2011,9803.330442848664,9117.125669424857,10578.808087097434
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2011,1969.0796311427757,1798.8901643529803,2144.461961177565
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2012,9556.61284491963,8904.456607372826,10259.389746724424
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2012,2003.3911039910447,1826.7839866655454,2160.182619248683
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2013,9806.850263584514,9160.874166876618,10501.990417598321
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2013,1981.0005501311625,1802.3847150543468,2170.478929581591
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2014,10367.543549921616,9622.126209367205,11114.436530745486
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2014,2010.9280044823172,1830.484146809004,2198.4591493723365
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2015,11242.916255476535,10523.373678550714,12037.326370231876
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2015,2127.923328718819,1922.1811045007448,2324.78113248719
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2016,12675.375815422172,11928.64605491095,13525.652969926721
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2016,2223.5842084865717,2035.99502812433,2429.6462962461883
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2017,13624.095441884187,12819.303219140098,14583.785707138328
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2017,2185.80057089443,1998.949986630273,2393.709001287642
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2018,12669.878353260736,11887.288738039844,13465.872489982641
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2018,2094.325291363527,1911.7859605258666,2296.8409995236348
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2019,12388.198844597675,11586.335549085623,13312.872018976983
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2019,2021.6845665721721,1854.1934981853906,2221.152901132901
Drug Poisonings,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2020,15284.911000283586,14297.83037831906,16216.442993429246
Firearms,Non-Hispanic White,"Number on youth impacted
by parental death, thousands",2020,2111.009810226231,1931.5601611886257,2311.760127544098
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",1999,11641.437342731806,10557.65313513109,12710.703894110482
Firearms,Total,"Number on youth impacted
by parental death, thousands",1999,15174.938938650754,14024.827107783665,16455.70518821671
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2000,11788.50873462958,10884.275532209464,12863.320343394484
Firearms,Total,"Number on youth impacted
by parental death, thousands",2000,15185.484039309831,14141.271884407988,16427.46332948541
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2001,12650.641694657223,11604.073638533408,13748.312527733367
Firearms,Total,"Number on youth impacted
by parental death, thousands",2001,15666.370580558087,14576.289593112118,16800.958742928204
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2002,14574.458557370544,13511.631343704128,15772.730268276835
Firearms,Total,"Number on youth impacted
by parental death, thousands",2002,16076.843199431454,15042.389219178169,17165.714155223654
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2003,15418.299332727314,14217.922087058243,16626.584027175635
Firearms,Total,"Number on youth impacted
by parental death, thousands",2003,15923.660175030655,14879.322905339499,16952.382477521405
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2004,15596.063060930737,14600.600066591613,16736.494503502432
Firearms,Total,"Number on youth impacted
by parental death, thousands",2004,15456.856643550018,14375.729118484556,16500.144422596066
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2005,16582.76454562971,15485.00251341639,17751.486277621934
Firearms,Total,"Number on youth impacted
by parental death, thousands",2005,16026.221759933487,14976.940298711359,17110.057779076767
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2006,19111.87089424129,17844.590753509197,20449.89645146073
Firearms,Total,"Number on youth impacted
by parental death, thousands",2006,15755.100988984195,14721.866352862979,16877.950314847687
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2007,18911.30439822195,17681.84888415912,20291.535924379456
Firearms,Total,"Number on youth impacted
by parental death, thousands",2007,16092.521027877065,15157.370599268372,17194.22003214164
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2008,18685.046901702466,17436.782530718676,19899.026172683993
Firearms,Total,"Number on youth impacted
by parental death, thousands",2008,16021.196088696657,14985.936500851189,17085.52062032723
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2009,18600.821742384614,17485.406271040385,19863.400105394354
Firearms,Total,"Number on youth impacted
by parental death, thousands",2009,15631.974096234953,14601.103146802887,16590.88589662545
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2010,18525.52839203702,17463.61140127394,19768.333658974876
Firearms,Total,"Number on youth impacted
by parental death, thousands",2010,15795.198166821334,14831.314148299,16826.800998362505
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2011,19992.30172840006,18797.199212199892,21318.509387970684
Firearms,Total,"Number on youth impacted
by parental death, thousands",2011,15655.144263471819,14641.951714830935,16580.59684830876
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2012,20072.125149123065,18865.165365554545,21304.535785606855
Firearms,Total,"Number on youth impacted
by parental death, thousands",2012,16169.46961236429,15140.046238701954,17283.789222975847
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2013,20936.87410352646,19543.52473608654,22219.52832862104
Firearms,Total,"Number on youth impacted
by parental death, thousands",2013,16125.653456302965,15137.838679014869,17191.48068624107
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2014,22790.686221336357,21342.934406224278,24335.936798588846
Firearms,Total,"Number on youth impacted
by parental death, thousands",2014,15665.120330878477,14667.49715611171,16668.488442654947
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2015,26381.19555756889,24647.813538943108,28110.543943106924
Firearms,Total,"Number on youth impacted
by parental death, thousands",2015,17115.098975400793,16075.561104620676,18176.14919898164
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2016,33406.21247040545,31162.72496547219,35458.499914213695
Firearms,Total,"Number on youth impacted
by parental death, thousands",2016,18228.360665504544,17115.24040122355,19523.62529693491
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2017,37510.49802153193,35175.36537509986,40303.8204401307
Firearms,Total,"Number on youth impacted
by parental death, thousands",2017,18419.277333496346,17309.96041357497,19650.354557742015
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2018,35847.01943009456,33630.093495076755,38097.226539339885
Firearms,Total,"Number on youth impacted
by parental death, thousands",2018,18110.012908336757,17045.28094362687,19355.16877006518
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2019,37761.7964170663,35420.92405007121,40346.01483257171
Firearms,Total,"Number on youth impacted
by parental death, thousands",2019,18061.876437587438,16933.804057039455,19249.767629225847
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2020,49998.25984987969,46892.54760044657,53392.01604811202
Firearms,Total,"Number on youth impacted
by parental death, thousands",2020,20795.963995344035,19480.4678695649,22211.290298588094
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",1999,5174.139802318261,4590.281909580429,5799.430793352402
Firearms,Total,"Number on youth impacted
by parental death, thousands",1999,3215.598122420117,2866.7632346738765,3603.20901383468
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2000,5401.542961031764,4855.282701440349,6046.845141256211
Firearms,Total,"Number on youth impacted
by parental death, thousands",2000,3165.0819822741,2812.6628314426457,3541.2181399436777
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2001,6227.934899538404,5602.595114570433,6920.206589411596
Firearms,Total,"Number on youth impacted
by parental death, thousands",2001,3130.41664469794,2838.6726448704435,3482.862182271371
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2002,7671.152539971959,7022.4166765034215,8499.532553020532
Firearms,Total,"Number on youth impacted
by parental death, thousands",2002,3123.4876503923933,2823.031064369741,3416.3742228187866
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2003,8385.458251840388,7712.776822409263,9125.27550709083
Firearms,Total,"Number on youth impacted
by parental death, thousands",2003,2982.974152421907,2718.5657732656578,3285.075933334603
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2004,8974.271751369988,8296.654423513579,9721.613789895624
Firearms,Total,"Number on youth impacted
by parental death, thousands",2004,2918.1450493469347,2664.0566115691304,3163.4383398586447
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2005,9509.855747483818,8825.33549005782,10198.801299526931
Firearms,Total,"Number on youth impacted
by parental death, thousands",2005,2960.557882027958,2706.420461139141,3211.792320174645
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2006,10402.610317645504,9738.426831911413,11134.463250945902
Firearms,Total,"Number on youth impacted
by parental death, thousands",2006,2965.865532701972,2717.7011700049106,3204.8710313446195
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2007,10972.757519997074,10264.968586671024,11669.403158987812
Firearms,Total,"Number on youth impacted
by parental death, thousands",2007,2991.516474821042,2760.2209724627387,3238.3773266050716
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2008,11099.482151687233,10397.953398700385,11820.95435506785
Firearms,Total,"Number on youth impacted
by parental death, thousands",2008,2922.5225195776484,2705.7647869989664,3166.6564312834043
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2009,11119.965090712227,10455.227540352738,11833.484955160853
Firearms,Total,"Number on youth impacted
by parental death, thousands",2009,3005.785272389309,2771.791553666286,3243.7636715025574
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2010,11768.859372121326,11076.036351356168,12606.314351309538
Firearms,Total,"Number on youth impacted
by parental death, thousands",2010,2881.0619480906234,2650.635681975364,3119.1481177400706
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2011,12630.189075102393,11849.49278314377,13439.283258820435
Firearms,Total,"Number on youth impacted
by parental death, thousands",2011,3038.177238268701,2785.41024682738,3276.8040236037814
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2012,12390.393748667073,11614.444436626898,13201.5348039755
Firearms,Total,"Number on youth impacted
by parental death, thousands",2012,3095.227184663956,2851.785857846428,3331.0185981482955
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2013,12689.41992710266,11884.116826162803,13487.515282774233
Firearms,Total,"Number on youth impacted
by parental death, thousands",2013,3096.781856457852,2858.00471719029,3332.3550952240207
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2014,13516.313810062698,12695.102444851378,14366.193198421699
Firearms,Total,"Number on youth impacted
by parental death, thousands",2014,3046.6688522957115,2838.1635600246127,3300.4200680028
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2015,14541.859481899348,13739.007022018757,15480.406351897474
Firearms,Total,"Number on youth impacted
by parental death, thousands",2015,3312.6885141172907,3068.2145169254923,3569.2758667026787
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2016,16870.76714157981,15853.272483597484,17918.63763812311
Firearms,Total,"Number on youth impacted
by parental death, thousands",2016,3589.1698593737674,3316.0179568817493,3853.3353075159316
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2017,18274.216338696948,17174.525761420304,19334.024971107036
Firearms,Total,"Number on youth impacted
by parental death, thousands",2017,3578.9305237377066,3319.956776922785,3870.456006852575
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2018,17175.277415854955,16192.26436960597,18273.563477583837
Firearms,Total,"Number on youth impacted
by parental death, thousands",2018,3576.2803503925707,3293.4129545519017,3834.587791935578
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2019,17269.69237159816,16287.068778093926,18319.489454155282
Firearms,Total,"Number on youth impacted
by parental death, thousands",2019,3507.804608059136,3257.8485691896694,3766.334769243015
Drug Poisonings,Total,"Number on youth impacted
by parental death, thousands",2020,22018.59577481368,20696.487934503384,23461.403637194468
Firearms,Total,"Number on youth impacted
by parental death, thousands",2020,3850.3607817780116,3569.0243060158978,4165.577699192692
